78.3,1.8243408203125
79.6,1.7431640625
80.8,1.3519287109375
82.5,0.0048828125
84.4,-0.7794189453125
88.2,-0.8135986328125
90.1,0.1531982421875
92.1,0.8758544921875
96.3,0.8966064453125
98.4,-0.064697265625
100.6,-0.4510498046875
102.8,-0.472412109375
105.0,-0.41748046875
109.6,0.4925537109375
111.9,0.9051513671875
114.7,1.0260009765625
116.7,1.317138671875
119.1,1.1065673828125
121.6,1.0760498046875
124.0,0.2313232421875
126.5,-0.4132080078125
129.6,-0.9423828125
131.6,-1.1676025390625
134.2,-0.7379150390625
136.8,-0.379638671875
139.4,-0.0714111328125
141.6,0.189208984375
